2021-07-06 13:52:29,026 [http-nio-8888-exec-10] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 14:15:55,944 [main] INFO  com.example.MybatisplusApplication 55 - Starting MybatisplusApplication using Java 1.8.0_131 on WINDOWS-210RL8L with PID 22888 (D:\ideaworkspec\mybatisplus\target\classes started by ADMIN in D:\ideaworkspec\mybatisplus)
2021-07-06 14:15:55,947 [main] INFO  com.example.MybatisplusApplication 659 - No active profile set, falling back to default profiles: default
2021-07-06 14:15:56,959 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 262 - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-06 14:15:56,961 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-07-06 14:15:56,982 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 201 - Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2021-07-06 14:15:57,092 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - Skipping MapperFactoryBean with name 'userMapper' and 'com.example.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2021-07-06 14:15:57,092 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - No MyBatis mapper was found in '[com.example]' package. Please check your configuration.
2021-07-06 14:15:57,619 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 108 - Tomcat initialized with port(s): 8888 (http)
2021-07-06 14:15:57,626 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8888"]
2021-07-06 14:15:57,627 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2021-07-06 14:15:57,627 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-06 14:15:57,742 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2021-07-06 14:15:57,742 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 290 - Root WebApplicationContext: initialization completed in 1721 ms
2021-07-06 14:15:59,758 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8888"]
2021-07-06 14:15:59,774 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 220 - Tomcat started on port(s): 8888 (http) with context path ''
2021-07-06 14:15:59,896 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:15:59,923 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 14:15:59,923 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 14:15:59,927 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:15:59,938 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:15:59,939 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 14:15:59,940 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:15:59,944 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:15:59,944 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 14:15:59,945 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:15:59,967 [main] INFO  com.example.MybatisplusApplication 61 - Started MybatisplusApplication in 4.549 seconds (JVM running for 5.709)
2021-07-06 14:16:01,639 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-06 14:16:01,639 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 525 - Initializing Servlet 'dispatcherServlet'
2021-07-06 14:16:01,642 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 547 - Completed initialization in 2 ms
2021-07-06 14:16:01,668 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 14:16:01,674 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 59 - Around
2021-07-06 14:29:01,438 [main] INFO  com.example.MybatisplusApplication 55 - Starting MybatisplusApplication using Java 1.8.0_131 on WINDOWS-210RL8L with PID 22612 (D:\ideaworkspec\mybatisplus\target\classes started by ADMIN in D:\ideaworkspec\mybatisplus)
2021-07-06 14:29:01,441 [main] INFO  com.example.MybatisplusApplication 659 - No active profile set, falling back to default profiles: default
2021-07-06 14:29:02,444 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 262 - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-06 14:29:02,446 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-07-06 14:29:02,467 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 201 - Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2021-07-06 14:29:02,578 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - Skipping MapperFactoryBean with name 'userMapper' and 'com.example.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2021-07-06 14:29:02,578 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - No MyBatis mapper was found in '[com.example]' package. Please check your configuration.
2021-07-06 14:29:03,136 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 108 - Tomcat initialized with port(s): 8888 (http)
2021-07-06 14:29:03,143 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8888"]
2021-07-06 14:29:03,144 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2021-07-06 14:29:03,144 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-06 14:29:03,299 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2021-07-06 14:29:03,299 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 290 - Root WebApplicationContext: initialization completed in 1821 ms
2021-07-06 14:29:05,229 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8888"]
2021-07-06 14:29:05,246 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 220 - Tomcat started on port(s): 8888 (http) with context path ''
2021-07-06 14:29:05,372 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:29:05,398 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 14:29:05,399 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 14:29:05,402 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:29:05,415 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:29:05,415 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 14:29:05,416 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:29:05,420 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:29:05,421 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 14:29:05,421 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:29:05,445 [main] INFO  com.example.MybatisplusApplication 61 - Started MybatisplusApplication in 4.494 seconds (JVM running for 5.674)
2021-07-06 14:29:07,659 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-06 14:29:07,660 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 525 - Initializing Servlet 'dispatcherServlet'
2021-07-06 14:29:07,661 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 547 - Completed initialization in 1 ms
2021-07-06 14:29:07,685 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 14:29:07,689 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 59 - Around
2021-07-06 14:45:05,137 [main] INFO  com.example.MybatisplusApplication 55 - Starting MybatisplusApplication using Java 1.8.0_131 on WINDOWS-210RL8L with PID 19260 (D:\ideaworkspec\mybatisplus\target\classes started by ADMIN in D:\ideaworkspec\mybatisplus)
2021-07-06 14:45:05,142 [main] INFO  com.example.MybatisplusApplication 659 - No active profile set, falling back to default profiles: default
2021-07-06 14:45:06,144 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 262 - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-06 14:45:06,146 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-07-06 14:45:06,172 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 201 - Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2021-07-06 14:45:06,284 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - Skipping MapperFactoryBean with name 'userMapper' and 'com.example.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2021-07-06 14:45:06,284 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - No MyBatis mapper was found in '[com.example]' package. Please check your configuration.
2021-07-06 14:45:06,811 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 108 - Tomcat initialized with port(s): 8888 (http)
2021-07-06 14:45:06,819 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8888"]
2021-07-06 14:45:06,819 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2021-07-06 14:45:06,819 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-06 14:45:06,940 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2021-07-06 14:45:06,941 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 290 - Root WebApplicationContext: initialization completed in 1753 ms
2021-07-06 14:45:08,934 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8888"]
2021-07-06 14:45:08,950 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 220 - Tomcat started on port(s): 8888 (http) with context path ''
2021-07-06 14:45:09,073 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:45:09,098 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 14:45:09,099 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 14:45:09,102 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:45:09,114 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:45:09,115 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 14:45:09,115 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:45:09,119 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:45:09,119 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 14:45:09,119 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:45:09,142 [main] INFO  com.example.MybatisplusApplication 61 - Started MybatisplusApplication in 4.62 seconds (JVM running for 5.97)
2021-07-06 14:45:11,698 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-06 14:45:11,698 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 525 - Initializing Servlet 'dispatcherServlet'
2021-07-06 14:45:11,700 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 547 - Completed initialization in 1 ms
2021-07-06 14:45:11,727 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 14:45:11,733 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 59 - Around
2021-07-06 14:50:30,089 [main] INFO  com.example.MybatisplusApplication 55 - Starting MybatisplusApplication using Java 1.8.0_131 on WINDOWS-210RL8L with PID 9700 (D:\ideaworkspec\mybatisplus\target\classes started by ADMIN in D:\ideaworkspec\mybatisplus)
2021-07-06 14:50:30,093 [main] INFO  com.example.MybatisplusApplication 659 - No active profile set, falling back to default profiles: default
2021-07-06 14:50:31,090 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 262 - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-06 14:50:31,093 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-07-06 14:50:31,118 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 201 - Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces.
2021-07-06 14:50:31,229 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - Skipping MapperFactoryBean with name 'userMapper' and 'com.example.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2021-07-06 14:50:31,229 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - No MyBatis mapper was found in '[com.example]' package. Please check your configuration.
2021-07-06 14:50:31,747 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 108 - Tomcat initialized with port(s): 8888 (http)
2021-07-06 14:50:31,755 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8888"]
2021-07-06 14:50:31,756 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2021-07-06 14:50:31,756 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-06 14:50:31,871 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2021-07-06 14:50:31,871 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 290 - Root WebApplicationContext: initialization completed in 1734 ms
2021-07-06 14:50:33,787 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8888"]
2021-07-06 14:50:33,803 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 220 - Tomcat started on port(s): 8888 (http) with context path ''
2021-07-06 14:50:33,921 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:50:33,945 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 14:50:33,945 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 14:50:33,949 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:50:33,961 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:50:33,961 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 14:50:33,962 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:50:33,966 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:50:33,966 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 14:50:33,967 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:50:33,989 [main] INFO  com.example.MybatisplusApplication 61 - Started MybatisplusApplication in 4.403 seconds (JVM running for 5.611)
2021-07-06 14:50:35,996 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-06 14:50:35,996 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 525 - Initializing Servlet 'dispatcherServlet'
2021-07-06 14:50:35,998 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 547 - Completed initialization in 2 ms
2021-07-06 14:50:36,023 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 14:50:36,029 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 59 - Around
2021-07-06 14:53:57,880 [main] INFO  com.example.MybatisplusApplication 55 - Starting MybatisplusApplication using Java 1.8.0_131 on WINDOWS-210RL8L with PID 13504 (D:\ideaworkspec\mybatisplus\target\classes started by ADMIN in D:\ideaworkspec\mybatisplus)
2021-07-06 14:53:57,882 [main] INFO  com.example.MybatisplusApplication 659 - No active profile set, falling back to default profiles: default
2021-07-06 14:53:58,801 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 262 - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-06 14:53:58,803 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-07-06 14:53:58,823 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 201 - Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2021-07-06 14:53:58,931 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - Skipping MapperFactoryBean with name 'userMapper' and 'com.example.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2021-07-06 14:53:58,932 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - No MyBatis mapper was found in '[com.example]' package. Please check your configuration.
2021-07-06 14:53:59,437 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 108 - Tomcat initialized with port(s): 8888 (http)
2021-07-06 14:53:59,444 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8888"]
2021-07-06 14:53:59,445 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2021-07-06 14:53:59,445 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-06 14:53:59,564 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2021-07-06 14:53:59,564 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 290 - Root WebApplicationContext: initialization completed in 1632 ms
2021-07-06 14:54:01,496 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8888"]
2021-07-06 14:54:01,512 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 220 - Tomcat started on port(s): 8888 (http) with context path ''
2021-07-06 14:54:01,629 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:54:01,652 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 14:54:01,653 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 14:54:01,657 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:54:01,669 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:54:01,669 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 14:54:01,670 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:54:01,674 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:54:01,674 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-07-06 14:54:01,675 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 14:54:01,696 [main] INFO  com.example.MybatisplusApplication 61 - Started MybatisplusApplication in 4.278 seconds (JVM running for 5.412)
2021-07-06 14:54:17,716 [http-nio-8888-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-07-06 14:54:17,716 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 525 - Initializing Servlet 'dispatcherServlet'
2021-07-06 14:54:17,718 [http-nio-8888-exec-1] INFO  o.s.web.servlet.DispatcherServlet 547 - Completed initialization in 2 ms
2021-07-06 14:54:17,743 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 30 - 方法开始调用前
2021-07-06 14:54:17,747 [http-nio-8888-exec-1] INFO  com.example.Aop.AopConfig 59 - Around
2021-07-06 15:15:12,514 [main] INFO  com.example.MybatisplusApplication 55 - Starting MybatisplusApplication using Java 1.8.0_131 on WINDOWS-210RL8L with PID 18796 (D:\ideaworkspec\mybatisplus\target\classes started by ADMIN in D:\ideaworkspec\mybatisplus)
2021-07-06 15:15:12,516 [main] INFO  com.example.MybatisplusApplication 659 - No active profile set, falling back to default profiles: default
2021-07-06 15:15:13,487 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 262 - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-07-06 15:15:13,489 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 132 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-07-06 15:15:13,512 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate 201 - Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces.
2021-07-06 15:15:13,621 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - Skipping MapperFactoryBean with name 'userMapper' and 'com.example.mapper.UserMapper' mapperInterface. Bean already defined with the same name!
2021-07-06 15:15:13,621 [main] WARN  o.m.s.mapper.ClassPathMapperScanner 44 - No MyBatis mapper was found in '[com.example]' package. Please check your configuration.
2021-07-06 15:15:14,134 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 108 - Tomcat initialized with port(s): 8888 (http)
2021-07-06 15:15:14,142 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Initializing ProtocolHandler ["http-nio-8888"]
2021-07-06 15:15:14,143 [main] INFO  o.a.catalina.core.StandardService 173 - Starting service [Tomcat]
2021-07-06 15:15:14,143 [main] INFO  o.a.catalina.core.StandardEngine 173 - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-06 15:15:14,257 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 173 - Initializing Spring embedded WebApplicationContext
2021-07-06 15:15:14,258 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext 290 - Root WebApplicationContext: initialization completed in 1697 ms
2021-07-06 15:15:16,144 [main] INFO  o.a.coyote.http11.Http11NioProtocol 173 - Starting ProtocolHandler ["http-nio-8888"]
2021-07-06 15:15:16,160 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 220 - Tomcat started on port(s): 8888 (http) with context path ''
2021-07-06 15:15:16,279 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
2021-07-06 15:15:16,318 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:15:16,318 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2021-07-06 15:15:16,322 [main] WARN  s.d.s.r.o.OperationImplicitParameterReader 170 - Unable to interpret the implicit parameter configuration with dataType: Long, dataTypeClass: class java.lang.Void
